crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Onion,2016,Summer     ,Uttar Pradesh,12815.0,173372,1963898.75,4485.25,13.28542857,26.39,1050.69,49.13,120,45,35,7.6
Potato,2016,Rabi       ,Uttar Pradesh,575641.0,13956310,88216983.25,201474.35,23.69093333,26.39,1050.69,49.13,120,45,35,7.6
Sugarcane,2016,Kharif     ,Uttar Pradesh,2159841.0,156948671,330995633.3,755944.35,64.83346667,26.39,1050.69,49.13,120,45,35,7.6
Sweet potato,2016,Kharif     ,Uttar Pradesh,15682.0,175102,2403266.5,5488.7,11.15094595,26.39,1050.69,49.13,120,45,35,7.6
Garlic,2016,Whole Year ,Uttarakhand,3818.0,23465,585108.5,1336.3,5.307142857,18.92,1049.03,53.63,80,24,38,6.4
Onion,2016,Whole Year ,Uttarakhand,3557.0,29892,545110.25,1244.95,7.258333333,18.92,1049.03,53.63,80,24,38,6.4
Potato,2016,Kharif     ,Uttarakhand,6583.0,55540,1008844.75,2304.05,9.679090909,18.92,1049.03,53.63,80,24,38,6.4
Potato,2016,Rabi       ,Uttarakhand,5688.0,68184,871686.0,1990.8,11.89615385,18.92,1049.03,53.63,80,24,38,6.4
Sugarcane,2016,Whole Year ,Uttarakhand,91995.0,5445379,14098233.75,32198.25,63.694,18.92,1049.03,53.63,80,24,38,6.4
Onion,2016,Rabi       ,Jharkhand,3646.0,29203,558749.5,1276.1,7.856666667,23.91,1330.09,61.07,68,22,30,6.1
Potato,2016,Rabi       ,Jharkhand,24736.0,226561,3790792.0,8657.6,10.60166667,23.91,1330.09,61.07,68,22,30,6.1
Potato,2016,Winter     ,Jharkhand,20926.0,166162,3206909.5,7324.1,8.624285714,23.91,1330.09,61.07,68,22,30,6.1
Coconut ,2016,Whole Year ,West Bengal,29625.0,375400000,4540031.25,10368.75,12686.74,26.47,1629.13,73.52,85,40,45,6.2
Jute,2016,Kharif     ,West Bengal,522470.0,8187658,80068527.5,182864.5,16.75789474,26.47,1629.13,73.52,85,40,45,6.2
Mesta,2016,Kharif     ,West Bengal,13695.0,161931,2098758.75,4793.25,10.55714286,26.47,1629.13,73.52,85,40,45,6.2
Potato,2016,Rabi       ,West Bengal,414490.0,14464124,63520592.5,145071.5,29.99272727,26.47,1629.13,73.52,85,40,45,6.2
Potato,2016,Summer     ,West Bengal,2590.0,25329,396917.5,906.5,7.125,26.47,1629.13,73.52,85,40,45,6.2
Sugarcane,2016,Whole Year ,West Bengal,20995.0,1549747,3217483.75,7348.25,72.57105263,26.47,1629.13,73.52,85,40,45,6.2
Ginger,2017,Whole Year ,Arunachal Pradesh,7860.0,55806,1237478.4,2986.8,6.07,22.87,2723.75,79.19,55,15,35,5.5
Potato,2017,Whole Year ,Arunachal Pradesh,6075.0,44044,956448.0,2308.5,6.7155,22.87,2723.75,79.19,55,15,35,5.5
Sugarcane,2017,Whole Year ,Arunachal Pradesh,2110.0,45154,332198.4,801.8,22.44230769,22.87,2723.75,79.19,55,15,35,5.5
Jute,2017,Kharif     ,Bihar,83472.0,1109702,13141831.68,31719.36,17.72428571,26.95,844.78,55.07,85,30,25,7.2
Maize,2017,Rabi       ,Bihar,268085.0,1645555,42207302.4,101872.3,5.3121875,26.95,844.78,55.07,85,30,25,7.2
Onion,2017,Rabi       ,Bihar,13130.0,185740,2067187.2,4989.4,13.78428571,26.95,844.78,55.07,85,30,25,7.2
Potato,2017,Rabi       ,Bihar,87938.0,1257276,13844958.72,33416.44,14.39783784,26.95,844.78,55.07,85,30,25,7.2
Potato,2017,Winter     ,Bihar,67636.0,908446,10648611.84,25701.68,13.43027778,26.95,844.78,55.07,85,30,25,7.2
Sugarcane,2017,Whole Year ,Bihar,233769.0,13824707,36804591.36,88832.22,57.5275,26.95,844.78,55.07,85,30,25,7.2
Bajra,2017,Whole Year ,Chhattisgarh,1307.0,24969,205774.08,496.66,17.08227273,26.56,1172.02,58.02,70,35,20,6.5
Onion,2017,Whole Year ,Chhattisgarh,4238.0,28864,667230.72,1610.44,6.250869565,26.56,1172.02,58.02,70,35,20,6.5
Sweet potato,2017,Whole Year ,Chhattisgarh,2511.0,14438,395331.84,954.18,5.702083333,26.56,1172.02,58.02,70,35,20,6.5
Banana,2017,Whole Year ,Gujarat,29630.0,2125489,4664947.2,11259.4,71.83,27.49,860.9,48.49,75,38,28,7.8
Garlic,2017,Whole Year ,Gujarat,19408.0,134976,3055595.52,7375.04,6.755652174,27.49,860.9,48.49,75,38,28,7.8
Onion,2017,Rabi       ,Gujarat,42668.0,1223608,6717649.92,16213.84,28.7637931,27.49,860.9,48.49,75,38,28,7.8
Onion,2017,Summer     ,Gujarat,11801.0,318222,1857949.44,4484.38,25.194,27.49,860.9,48.49,75,38,28,7.8
Potato,2017,Whole Year ,Gujarat,130397.0,3752816,20529703.68,49550.86,27.283125,27.49,860.9,48.49,75,38,28,7.8
Sugarcane,2017,Whole Year ,Gujarat,181699.0,11622609,28606690.56,69045.62,61.96529412,27.49,860.9,48.49,75,38,28,7.8
Garlic,2017,Whole Year ,Haryana,4420.0,51356,695884.8,1679.6,12.01368421,24.11,1232.64,49.77,130,48,35,7.9
Ginger,2017,Whole Year ,Haryana,592.0,4468,93204.48,224.96,7.713333333,24.11,1232.64,49.77,130,48,35,7.9
Onion,2017,Whole Year ,Haryana,29931.0,701504,4712336.64,11373.78,23.97666667,24.11,1232.64,49.77,130,48,35,7.9
Peas & beans (Pulses),2017,Kharif     ,Haryana,15559.0,135147,2449608.96,5912.42,9.862857143,24.11,1232.64,49.77,130,48,35,7.9
Potato,2017,Whole Year ,Haryana,34718.0,897576,5466001.92,13192.84,26.06142857,24.11,1232.64,49.77,130,48,35,7.9
Sugarcane,2017,Whole Year ,Haryana,114900.0,9708800,18089856.0,43662.0,82.12473684,24.11,1232.64,49.77,130,48,35,7.9
Turmeric,2017,Whole Year ,Haryana,829.0,10898,130517.76,315.02,12.501,24.11,1232.64,49.77,130,48,35,7.9
Onion,2017,Rabi       ,Himachal Pradesh,594.0,3732,93519.36,225.72,6.06,21.26,1235.12,52.75,60,20,40,6.0
Potato,2017,Kharif     ,Himachal Pradesh,6458.0,63460,1016747.52,2454.04,10.488,21.26,1235.12,52.75,60,20,40,6.0
Potato,2017,Rabi       ,Himachal Pradesh,3413.0,24219,537342.72,1296.94,5.426,21.26,1235.12,52.75,60,20,40,6.0
Sugarcane,2017,Whole Year ,Himachal Pradesh,1874.0,36730,295042.56,712.12,17.11714286,21.26,1235.12,52.75,60,20,40,6.0
Banana,2017,Whole Year ,Madhya Pradesh,26375.05,1834029,4152487.872,10022.519,47.73208333,25.79,870.76,48.67,70,40,20,7.4
Garlic,2017,Whole Year ,Madhya Pradesh,186179.25,1882969,29312061.12,70748.115,10.2188,25.79,870.76,48.67,70,40,20,7.4
Ginger,2017,Whole Year ,Madhya Pradesh,23431.48,377473,3689052.211,8903.9624,16.20208333,25.79,870.76,48.67,70,40,20,7.4
Onion,2017,Whole Year ,Madhya Pradesh,150865.6,3701014,23752280.06,57328.928,23.00568627,25.79,870.76,48.67,70,40,20,7.4
Potato,2017,Whole Year ,Madhya Pradesh,136290.21,3144644,21457530.66,51790.2798,21.3776,25.79,870.76,48.67,70,40,20,7.4
Sugarcane,2017,Whole Year ,Madhya Pradesh,98040.0,5432600,15435417.6,37255.2,44.49714286,25.79,870.76,48.67,70,40,20,7.4
Sweet potato,2017,Whole Year ,Madhya Pradesh,5196.15,78914,818081.856,1974.537,17.36147059,25.79,870.76,48.67,70,40,20,7.4
Turmeric,2017,Whole Year ,Madhya Pradesh,11697.5,206472,1841654.4,4445.05,19.065,25.79,870.76,48.67,70,40,20,7.4
Sugarcane,2017,Whole Year ,Maharashtra,902035.0,82539200,142016390.4,342773.3,66.33833333,26.76,2949.76,67.44,75,43,26,7.1
Banana,2017,Whole Year ,Manipur,6932.0,93477,1091374.08,2634.16,13.48444444,20.26,2054.32,81.63,58,17,37,5.9
Dry chillies,2017,Whole Year ,Manipur,472.0,3538,74311.68,179.36,7.854285714,20.26,2054.32,81.63,58,17,37,5.9
Ginger,2017,Kharif     ,Manipur,5515.0,79775,868281.6,2095.7,12.2,20.26,2054.32,81.63,58,17,37,5.9
Potato,2017,Whole Year ,Manipur,15250.0,129170,2400960.0,5795.0,8.488888889,20.26,2054.32,81.63,58,17,37,5.9
Sugarcane,2017,Whole Year ,Manipur,6000.0,348000,944640.0,2280.0,54.38111111,20.26,2054.32,81.63,58,17,37,5.9
Turmeric,2017,Whole Year ,Manipur,2552.0,30748,401786.88,969.76,12.4525,20.26,2054.32,81.63,58,17,37,5.9
Onion,2017,Rabi       ,Mizoram,110.9,430,17460.096,42.142,7.24,22.6,4613.17,86.06,54,15,34,5.7
Potato,2017,Rabi       ,Mizoram,157.0,798,24718.08,59.66,5.488,22.6,4613.17,86.06,54,15,34,5.7
Sugarcane,2017,Whole Year ,Mizoram,1558.8,44836,245417.472,592.344,25.2375,22.6,4613.17,86.06,54,15,34,5.7
Tapioca,2017,Kharif     ,Mizoram,194.0,1914,30543.36,73.72,9.876666667,22.6,4613.17,86.06,54,15,34,5.7
Ginger,2017,Kharif     ,Nagaland,3920.0,35860,617164.8,1489.6,9.150909091,18.47,1957.87,78.51,56,16,36,5.8
Potato,2017,Rabi       ,Nagaland,7500.0,75020,1180800.0,2850.0,9.989090909,18.47,1957.87,78.51,56,16,36,5.8
Sugarcane,2017,Kharif     ,Nagaland,4430.0,192750,697459.2,1683.4,43.50363636,18.47,1957.87,78.51,56,16,36,5.8
Sweet potato,2017,Kharif     ,Nagaland,1800.0,15320,283392.0,684.0,8.51,18.47,1957.87,78.51,56,16,36,5.8
Tapioca,2017,Kharif     ,Nagaland,2500.0,50650,393600.0,950.0,20.26272727,18.47,1957.87,78.51,56,16,36,5.8
Sugarcane,2017,Whole Year ,Punjab,96000.0,8024000,15114240.0,36480.0,84.3725,24.11,1232.64,49.77,150,50,40,8.0
Banana,2017,Kharif     ,Telangana,1717.0,110607,270324.48,652.46,64.51083333,26.11,786.52,57.94,77,48,24,7.0
Dry chillies,2017,Rabi       ,Telangana,10660.0,61858,1678310.4,4050.8,5.780625,26.11,786.52,57.94,77,48,24,7.0
Ginger,2017,Kharif     ,Telangana,1840.0,12982,289689.6,699.2,5.628,26.11,786.52,57.94,77,48,24,7.0
Maize,2017,Rabi       ,Telangana,167254.0,1154219,26332469.76,63556.52,6.646333333,26.11,786.52,57.94,77,48,24,7.0
Onion,2017,Kharif     ,Telangana,4319.0,79105,679983.36,1641.22,18.15833333,26.11,786.52,57.94,77,48,24,7.0
Onion,2017,Rabi       ,Telangana,9378.0,341048,1476472.32,3563.64,34.61428571,26.11,786.52,57.94,77,48,24,7.0
Potato,2017,Kharif     ,Telangana,19.0,163,2991.36,7.22,7.94,26.11,786.52,57.94,77,48,24,7.0
Potato,2017,Rabi       ,Telangana,2160.0,25925,340070.4,820.8,11.048,26.11,786.52,57.94,77,48,24,7.0
Sugarcane,2017,Kharif     ,Telangana,35788.0,2663092,5634462.72,13599.44,77.33636364,26.11,786.52,57.94,77,48,24,7.0
Sweet potato,2017,Rabi       ,Telangana,199.0,1542,31330.56,75.62,7.776666667,26.11,786.52,57.94,77,48,24,7.0
Turmeric,2017,Kharif     ,Telangana,50154.0,294561,7896245.76,19058.52,5.892380952,26.11,786.52,57.94,77,48,24,7.0
Jute,2017,Kharif     ,Tripura,551.0,4998,86749.44,209.38,8.9675,25.07,4813.23,81.62,62,20,35,5.9
Mesta,2017,Kharif     ,Tripura,541.0,4963,85175.04,205.58,8.95375,25.07,4813.23,81.62,62,20,35,5.9
Sugarcane,2017,Whole Year ,Tripura,806.0,42489,126896.64,306.28,53.38875,25.07,4813.23,81.62,62,20,35,5.9
Banana,2017,Summer     ,Uttar Pradesh,69378.0,3172335,10922872.32,26363.64,45.97483871,26.23,1128.51,51.6,120,45,35,7.6
Garlic,2017,Rabi       ,Uttar Pradesh,35219.0,188609,5544879.36,13383.22,5.3396875,26.23,1128.51,51.6,120,45,35,7.6
Onion,2017,Rabi       ,Uttar Pradesh,13007.0,189992,2047822.08,4942.66,14.51013514,26.23,1128.51,51.6,120,45,35,7.6
Onion,2017,Summer     ,Uttar Pradesh,12557.0,180634,1976974.08,4771.66,14.14591549,26.23,1128.51,51.6,120,45,35,7.6
Potato,2017,Rabi       ,Uttar Pradesh,572826.0,15008697,90185725.44,217673.88,23.98133333,26.23,1128.51,51.6,120,45,35,7.6
Sugarcane,2017,Kharif     ,Uttar Pradesh,2234282.0,177056410,351765358.1,849027.16,67.24106667,26.23,1128.51,51.6,120,45,35,7.6
Sweet potato,2017,Kharif     ,Uttar Pradesh,16318.0,182201,2569105.92,6200.84,11.14457143,26.23,1128.51,51.6,120,45,35,7.6
Garlic,2017,Whole Year ,Uttarakhand,4205.0,29163,662035.2,1597.9,5.819130435,18.31,1394.79,57.95,80,24,38,6.4
Onion,2017,Whole Year ,Uttarakhand,3499.0,56138,550882.56,1329.62,16.44,18.31,1394.79,57.95,80,24,38,6.4
Potato,2017,Kharif     ,Uttarakhand,7861.0,79562,1237635.84,2987.18,11.02,18.31,1394.79,57.95,80,24,38,6.4
Potato,2017,Rabi       ,Uttarakhand,6141.0,80400,966839.04,2333.58,12.16846154,18.31,1394.79,57.95,80,24,38,6.4
Sugarcane,2017,Whole Year ,Uttarakhand,91618.0,6385778,14424337.92,34814.84,68.9,18.31,1394.79,57.95,80,24,38,6.4
Coconut ,2017,Whole Year ,West Bengal,30250.0,378500000,4762560.0,11495.0,12091.08136,26.01,1962.37,75.2,85,40,45,6.2
Jute,2017,Kharif     ,West Bengal,515082.0,7511650,81094510.08,195731.16,14.87722222,26.01,1962.37,75.2,85,40,45,6.2
Mesta,2017,Kharif     ,West Bengal,10360.0,109043,1631078.4,3936.8,9.853636364,26.01,1962.37,75.2,85,40,45,6.2
Potato,2017,Rabi       ,West Bengal,430615.0,14920198,67796025.6,163633.7,30.97954545,26.01,1962.37,75.2,85,40,45,6.2
Potato,2017,Summer     ,West Bengal,1130.0,12440,177907.2,429.4,7.6,26.01,1962.37,75.2,85,40,45,6.2
Sannhamp,2017,Kharif     ,West Bengal,745.0,3638,117292.8,283.1,5.828,26.01,1962.37,75.2,85,40,45,6.2
Sugarcane,2017,Whole Year ,West Bengal,19160.0,1737321,3016550.4,7280.8,90.57526316,26.01,1962.37,75.2,85,40,45,6.2
Ginger,2018,Whole Year ,Arunachal Pradesh,7880.0,55948,1278136.0,2758.0,6.178636364,22.43,2160.98,79.54,55,15,35,5.5
Potato,2018,Whole Year ,Arunachal Pradesh,6175.0,44118,1001585.0,2161.25,6.735909091,22.43,2160.98,79.54,55,15,35,5.5
Sugarcane,2018,Whole Year ,Arunachal Pradesh,2130.0,45792,345486.0,745.5,23.578,22.43,2160.98,79.54,55,15,35,5.5
Jute,2018,Kharif     ,Bihar,70634.0,928636,11456834.8,24721.9,12.475,27.0,614.22,49.15,85,30,25,7.2
Maize,2018,Rabi       ,Bihar,282344.0,2098443,45796196.8,98820.4,5.559705882,27.0,614.22,49.15,85,30,25,7.2
Onion,2018,Rabi       ,Bihar,13014.0,170865,2110870.8,4554.9,11.76916667,27.0,614.22,49.15,85,30,25,7.2
Potato,2018,Rabi       ,Bihar,84227.0,1076879,13661619.4,29479.45,13.51289474,27.0,614.22,49.15,85,30,25,7.2
Potato,2018,Winter     ,Bihar,73008.0,1109773,11841897.6,25552.8,14.90944444,27.0,614.22,49.15,85,30,25,7.2
Sugarcane,2018,Whole Year ,Bihar,225567.0,20116277,36586967.4,78948.45,65.4878125,27.0,614.22,49.15,85,30,25,7.2
Bajra,2018,Whole Year ,Chhattisgarh,1397.0,29445,226593.4,488.95,17.50217391,26.22,1121.9,57.41,70,35,20,6.5
Onion,2018,Whole Year ,Chhattisgarh,4619.0,25561,749201.8,1616.65,5.641818182,26.22,1121.9,57.41,70,35,20,6.5
Potato,2018,Kharif     ,Chhattisgarh,1441.0,7619,233730.2,504.35,7.005555556,26.22,1121.9,57.41,70,35,20,6.5
Potato,2018,Rabi       ,Chhattisgarh,8991.0,47544,1458340.2,3146.85,6.055217391,26.22,1121.9,57.41,70,35,20,6.5
Banana,2018,Whole Year ,Gujarat,36405.0,2815267,5904891.0,12741.75,77.81625,28.36,477.09,41.54,75,38,28,7.8
Garlic,2018,Whole Year ,Gujarat,9870.0,67237,1600914.0,3454.5,6.822857143,28.36,477.09,41.54,75,38,28,7.8
Onion,2018,Rabi       ,Gujarat,23847.0,673001,3867983.4,8346.45,27.7052,28.36,477.09,41.54,75,38,28,7.8
Onion,2018,Summer     ,Gujarat,1854.0,51062,300718.8,648.9,27.54,28.36,477.09,41.54,75,38,28,7.8
Potato,2018,Whole Year ,Gujarat,121449.0,3655606,19699027.8,42507.15,28.84285714,28.36,477.09,41.54,75,38,28,7.8
Sugarcane,2018,Whole Year ,Gujarat,161039.0,11664869,26120525.8,56363.65,66.59133333,28.36,477.09,41.54,75,38,28,7.8
Garlic,2018,Whole Year ,Haryana,3293.0,42643,534124.6,1152.55,11.64190476,23.57,1425.82,53.02,130,48,35,7.9
Ginger,2018,Whole Year ,Haryana,92.0,720,14922.4,32.2,7.245,23.57,1425.82,53.02,130,48,35,7.9
Onion,2018,Whole Year ,Haryana,32010.0,780150,5192022.0,11203.5,24.73863636,23.57,1425.82,53.02,130,48,35,7.9
Peas & beans (Pulses),2018,Kharif     ,Haryana,15586.0,144678,2528049.2,5455.1,10.43333333,23.57,1425.82,53.02,130,48,35,7.9
Potato,2018,Whole Year ,Haryana,34738.0,897846,5634503.6,12158.3,25.85727273,23.57,1425.82,53.02,130,48,35,7.9
Sugarcane,2018,Whole Year ,Haryana,108900.0,8519900,17663580.0,38115.0,77.968,23.57,1425.82,53.02,130,48,35,7.9
Turmeric,2018,Whole Year ,Haryana,921.0,10977,149386.2,322.35,11.2,23.57,1425.82,53.02,130,48,35,7.9
Onion,2018,Rabi       ,Himachal Pradesh,640.0,4015,103808.0,224.0,6.001,20.73,1409.89,54.9,60,20,40,6.0
Potato,2018,Kharif     ,Himachal Pradesh,2900.0,21312,470380.0,1015.0,5.96875,20.73,1409.89,54.9,60,20,40,6.0
Potato,2018,Rabi       ,Himachal Pradesh,7029.0,72777,1140103.8,2460.15,9.303333333,20.73,1409.89,54.9,60,20,40,6.0
Sugarcane,2018,Whole Year ,Himachal Pradesh,1585.0,38538,257087.0,554.75,17.335,20.73,1409.89,54.9,60,20,40,6.0
Banana,2018,Whole Year ,Madhya Pradesh,26541.39,1853026,4305013.458,9289.4865,48.04833333,25.6,1044.75,48.93,70,40,20,7.4
Garlic,2018,Whole Year ,Madhya Pradesh,178156.61,1807956,28897002.14,62354.8135,10.2886,25.6,1044.75,48.93,70,40,20,7.4
Ginger,2018,Whole Year ,Madhya Pradesh,24963.81,414281,4049129.982,8737.3335,16.105,25.6,1044.75,48.93,70,40,20,7.4
Onion,2018,Whole Year ,Madhya Pradesh,149843.45,3683098,24304607.59,52445.2075,23.08392157,25.6,1044.75,48.93,70,40,20,7.4
Potato,2018,Whole Year ,Madhya Pradesh,145736.5,3309669,23638460.3,51007.775,21.3004,25.6,1044.75,48.93,70,40,20,7.4
Sugarcane,2018,Whole Year ,Madhya Pradesh,107902.0,5276970,17501704.4,37765.7,35.49571429,25.6,1044.75,48.93,70,40,20,7.4
Sweet potato,2018,Whole Year ,Madhya Pradesh,5297.72,80333,859290.184,1854.202,17.05294118,25.6,1044.75,48.93,70,40,20,7.4
Turmeric,2018,Whole Year ,Madhya Pradesh,13665.88,238285,2216605.736,4783.058,19.05916667,25.6,1044.75,48.93,70,40,20,7.4
Sugarcane,2018,Whole Year ,Maharashtra,1162836.0,89770489,188611999.2,406992.6,65.7037931,26.93,2077.63,64.7,75,43,26,7.1
Banana,2018,Whole Year ,Manipur,6584.0,91375,1067924.8,2304.4,13.71111111,19.92,1486.52,80.21,58,17,37,5.9
Dry chillies,2018,Whole Year ,Manipur,525.0,4044,85155.0,183.75,8.655,19.92,1486.52,80.21,58,17,37,5.9
Ginger,2018,Kharif     ,Manipur,5493.0,79657,890964.6,1922.55,12.255,19.92,1486.52,80.21,58,17,37,5.9
Potato,2018,Whole Year ,Manipur,15550.0,128070,2522210.0,5442.5,8.283333333,19.92,1486.52,80.21,58,17,37,5.9
Sugarcane,2018,Whole Year ,Manipur,5450.0,315070,883990.0,1907.5,54.30666667,19.92,1486.52,80.21,58,17,37,5.9
Turmeric,2018,Whole Year ,Manipur,2504.0,30325,406148.8,876.4,12.485,19.92,1486.52,80.21,58,17,37,5.9
Sugarcane,2018,Whole Year ,Mizoram,1462.0,44260,237136.4,511.7,25.81,22.16,2814.98,84.65,54,15,34,5.7
Tapioca,2018,Kharif     ,Mizoram,154.0,1795,24978.8,53.9,11.022,22.16,2814.98,84.65,54,15,34,5.7
Ginger,2018,Kharif     ,Nagaland,3960.0,36230,642312.0,1386.0,9.151818182,18.02,1709.04,77.96,56,16,36,5.8
Potato,2018,Rabi       ,Nagaland,7520.0,75240,1219744.0,2632.0,9.993636364,18.02,1709.04,77.96,56,16,36,5.8
Sugarcane,2018,Kharif     ,Nagaland,4440.0,193180,720168.0,1554.0,43.50181818,18.02,1709.04,77.96,56,16,36,5.8
Sweet potato,2018,Kharif     ,Nagaland,1840.0,15660,298448.0,644.0,8.510909091,18.02,1709.04,77.96,56,16,36,5.8
Tapioca,2018,Kharif     ,Nagaland,2620.0,53080,424964.0,917.0,20.26454545,18.02,1709.04,77.96,56,16,36,5.8
Sugarcane,2018,Whole Year ,Punjab,95000.0,7774000,15409000.0,33250.0,81.23666667,23.57,1425.82,53.02,150,50,40,8.0
Banana,2018,Kharif     ,Telangana,1518.0,93466,246219.6,531.3,61.47185185,26.52,551.12,53.79,77,48,24,7.0
Dry chillies,2018,Rabi       ,Telangana,7962.0,48929,1291436.4,2786.7,6.026666667,26.52,551.12,53.79,77,48,24,7.0
Ginger,2018,Kharif     ,Telangana,1615.0,11166,261953.0,565.25,6.954,26.52,551.12,53.79,77,48,24,7.0
Ginger,2018,Rabi       ,Telangana,8.0,55,1297.6,2.8,6.915,26.52,551.12,53.79,77,48,24,7.0
Maize,2018,Rabi       ,Telangana,116724.0,759015,18932632.8,40853.4,6.026451613,26.52,551.12,53.79,77,48,24,7.0
Onion,2018,Kharif     ,Telangana,4812.0,62954,780506.4,1684.2,12.82,26.52,551.12,53.79,77,48,24,7.0
Onion,2018,Rabi       ,Telangana,7422.0,216343,1203848.4,2597.7,28.15518519,26.52,551.12,53.79,77,48,24,7.0
Potato,2018,Rabi       ,Telangana,1939.0,36016,314505.8,678.65,16.048,26.52,551.12,53.79,77,48,24,7.0
Sugarcane,2018,Kharif     ,Telangana,39824.0,3169577,6459452.8,13938.4,80.47047619,26.52,551.12,53.79,77,48,24,7.0
Sweet potato,2018,Kharif     ,Telangana,6.0,38,973.2,2.1,6.33,26.52,551.12,53.79,77,48,24,7.0
Sweet potato,2018,Rabi       ,Telangana,83.0,527,13462.6,29.05,6.35,26.52,551.12,53.79,77,48,24,7.0
Turmeric,2018,Kharif     ,Telangana,53104.0,345270,8613468.8,18586.4,6.31,26.52,551.12,53.79,77,48,24,7.0
Jute,2018,Kharif     ,Tripura,656.0,5838,106403.2,229.6,9.015,24.74,2745.03,79.71,62,20,35,5.9
Mesta,2018,Kharif     ,Tripura,493.0,4118,79964.6,172.55,8.14625,24.74,2745.03,79.71,62,20,35,5.9
Sugarcane,2018,Whole Year ,Tripura,662.0,35914,107376.4,231.7,55.4425,24.74,2745.03,79.71,62,20,35,5.9
Banana,2018,Summer     ,Uttar Pradesh,70471.0,3222568,11430396.2,24664.85,45.99080645,25.95,1381.52,52.36,120,45,35,7.6
Garlic,2018,Rabi       ,Uttar Pradesh,34313.0,227337,5565568.6,12009.55,6.654,25.95,1381.52,52.36,120,45,35,7.6
Onion,2018,Rabi       ,Uttar Pradesh,14729.0,227984,2389043.8,5155.15,15.80146667,25.95,1381.52,52.36,120,45,35,7.6
Onion,2018,Summer     ,Uttar Pradesh,12749.0,150144,2067887.8,4462.15,11.87676056,25.95,1381.52,52.36,120,45,35,7.6
Potato,2018,Rabi       ,Uttar Pradesh,571399.0,17056711,92680917.8,199989.65,27.7596,25.95,1381.52,52.36,120,45,35,7.6
Sugarcane,2018,Kharif     ,Uttar Pradesh,2223805.0,179698158,360701171.0,778331.75,68.77786667,25.95,1381.52,52.36,120,45,35,7.6
Sweet potato,2018,Kharif     ,Uttar Pradesh,15693.0,180243,2545404.6,5492.55,11.44955882,25.95,1381.52,52.36,120,45,35,7.6
Garlic,2018,Whole Year ,Uttarakhand,4384.0,32761,711084.8,1534.4,6.039130435,17.97,1510.52,57.73,80,24,38,6.4
Onion,2018,Whole Year ,Uttarakhand,3345.0,53748,542559.0,1170.75,16.14384615,17.97,1510.52,57.73,80,24,38,6.4
Potato,2018,Kharif     ,Uttarakhand,6970.0,69123,1130534.0,2439.5,10.553,17.97,1510.52,57.73,80,24,38,6.4
Potato,2018,Rabi       ,Uttarakhand,4955.0,60075,803701.0,1734.25,11.87384615,17.97,1510.52,57.73,80,24,38,6.4
Sugarcane,2018,Whole Year ,Uttarakhand,92863.0,6459016,15062378.6,32502.05,73.1,17.97,1510.52,57.73,80,24,38,6.4
Coconut ,2018,Whole Year ,West Bengal,30815.0,385025000,4998193.0,10785.25,12018.40727,25.54,1433.2,73.36,85,40,45,6.2
Jute,2018,Kharif     ,West Bengal,518259.0,6669698,84061609.8,181390.65,25.43055556,25.54,1433.2,73.36,85,40,45,6.2
Mesta,2018,Kharif     ,West Bengal,10751.0,130963,1743812.2,3762.85,10.75538462,25.54,1433.2,73.36,85,40,45,6.2
Potato,2018,Rabi       ,West Bengal,436042.0,11052272,70726012.4,152614.7,27.25909091,25.54,1433.2,73.36,85,40,45,6.2
Potato,2018,Summer     ,West Bengal,1635.0,19421,265197.0,572.25,8.02,25.54,1433.2,73.36,85,40,45,6.2
Sugarcane,2018,Whole Year ,West Bengal,18805.0,1588816,3050171.0,6581.75,84.535,25.54,1433.2,73.36,85,40,45,6.2
Ginger,2019,Whole Year ,Arunachal Pradesh,7900.0,55474,1356904.0,2923.0,6.1016,22.52,2411.52,78.3,55,15,35,5.5
Potato,2019,Whole Year ,Arunachal Pradesh,6200.0,44950,1064912.0,2294.0,6.8024,22.52,2411.52,78.3,55,15,35,5.5
Sugarcane,2019,Whole Year ,Arunachal Pradesh,2146.0,46139,368596.96,794.02,23.74764706,22.52,2411.52,78.3,55,15,35,5.5
Jute,2019,Kharif     ,Bihar,48390.0,509650,8311466.4,17904.3,13.32,26.61,921.63,57.02,85,30,25,7.2
Maize,2019,Rabi       ,Bihar,301268.0,2279174,51745791.68,111469.16,5.7365625,26.61,921.63,57.02,85,30,25,7.2
Onion,2019,Rabi       ,Bihar,12965.0,173086,2226868.4,4797.05,12.60526316,26.61,921.63,57.02,85,30,25,7.2
Potato,2019,Rabi       ,Bihar,82888.0,1139389,14236842.88,30668.56,13.67526316,26.61,921.63,57.02,85,30,25,7.2
Potato,2019,Winter     ,Bihar,74181.0,1071615,12741328.56,27446.97,14.46027778,26.61,921.63,57.02,85,30,25,7.2
Sugarcane,2019,Whole Year ,Bihar,223892.0,13578832,38455689.92,82840.04,61.77419355,26.61,921.63,57.02,85,30,25,7.2
Bajra,2019,Whole Year ,Chhattisgarh,2008.0,32314,344894.08,742.96,17.71173913,26.33,1567.15,60.28,70,35,20,6.5
Potato,2019,Kharif     ,Chhattisgarh,1741.0,10093,299034.16,644.17,6.59375,26.33,1567.15,60.28,70,35,20,6.5
